Landing_Page_Size_In_KB,Same Landing Domain,Has Bank Related Keywords,Has Crypto Related Keywords,Has Card Related Keywords,Unique_Internal_Page_Link_Cnt,Unique_External_Page_Link_Cnt,Avg_External_Links_Len,Stdv_External_Links_Len,Ratio_Shortened_URL_And_External_Links,Ratio_Social_Media_Links_And_External_Links,Has_Google_Form_External_Link,Has_Paypal_External_Link,Is Cheapest TLD,Is Combined TLD,Spamhaus TLD Rank,Domain Letter Count,Domain Digit Rate,Domain Hyphen Count,xn-- Present,Money Keyword Check,Help Keyword Check,Campaign Keyword Check,War Keyword Check,For and To Keyword Check,Number Instead of Word,Is WhoIs Registrar Available,Is SSL Certificate Retrievable,K-means Label,KMedoids Label,Hierarchical Label,DBSCAN Label,GMM Label,IPQS_Flag,Domain
43.0,0,0,0,0,2,1,133.0,0.0,0.0,0.0,0,0,0,0,0.05,17,0.0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,0,0,auctionforukraine.org
92.58,1,0,0,0,8,1,36.0,0.0,0.0,1.0,0,0,0,0,0.05,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,auraukraine.org
141.65,1,0,0,1,19,7,65.86,28.96,0.0,0.0,0,0,0,0,0.01,22,0.0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,austrianjobs-for-ukraine.at
83.52,1,0,0,0,4,1,47.0,0.0,0.0,1.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,autismukraine.com
1365.12,1,0,1,0,2,7,43.29,12.28,0.0,0.43,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,avatarsforukraine.com
1.18,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,8,0.111,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,b4ukraine.com
169.9,1,1,0,0,26,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,backukraine.com
678.91,1,0,0,0,7,3,47.33,14.38,0.0,0.67,0,0,1,0,0.01,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,badenhilftukraine.de
193.71,1,0,1,0,6,7,28.43,6.04,0.0,0.14,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,bakeforukraine.org
0.34,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,bakewithukraine.com
210.71,1,0,0,0,18,3,48.67,14.2,0.0,0.67,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,balletukraine.com
42.54,1,0,0,0,9,2,28.5,10.5,0.0,0.5,0,0,1,0,0.01,19,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,bamberghilftukraine.de
7.39,1,0,0,0,1,1,77.0,0.0,0.0,0.0,0,0,0,1,0.12,14,0.0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,2,0,bandageukraine.co.uk
718.43,1,1,0,1,3,5,71.4,32.11,0.2,0.4,0,0,0,0,0.05,21,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,bathstandswithukraine.org
100.74,1,0,0,0,35,15,32.87,10.06,0.0,0.27,0,0,0,0,0.05,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,batsukraine.org
170.77,1,0,0,0,5,3,49.33,16.21,0.0,1.0,0,0,0,0,0.01,15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,battleofukraine.cz
29.67,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,bauerukraine.com
718.0,1,0,0,0,2,1,45.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,beadsforukraine.com
234.5,1,0,0,0,3,4,23.75,5.58,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,beaworldforukraine.com
16.04,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,bedsforukraine.com
151.61,0,0,0,0,6,3,39.33,3.86,0.0,0.67,0,0,0,0,0.16,16,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,beegarden-ukraine.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,beforukraine.com
92.8,1,0,0,0,9,2,26.5,7.5,0.0,0.5,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,beingukraine.org
172.3,1,0,0,1,9,1,39.0,0.0,0.0,1.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,bellsforukraine.com
183.66,1,0,0,1,18,1,47.0,0.0,0.0,1.0,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,berkotringukraine.com
64.8,1,0,0,0,21,4,52.0,19.95,0.0,0.0,0,0,1,0,0.01,16,0.0,2,0,0,0,0,0,1,0,1,0,2,2,3,0,0,1,berlin-for-ukraine.de
108.88,1,0,0,0,4,3,42.67,15.54,0.33,0.0,0,1,0,0,0.16,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,bethesdaukrainianchurch.com
81.01,1,0,0,0,9,5,66.8,30.02,0.0,0.6,0,0,1,0,0.01,9,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,be-ukraine.de
0.11,1,0,0,0,10,1,139.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,beyondukraine.com
106.39,1,0,0,0,8,3,43.67,11.9,0.33,1.0,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,bezsmertnaukraine.com
73.82,1,0,0,0,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,bfukraine.com
35.78,1,1,0,1,8,5,43.8,8.01,0.0,0.8,0,0,0,0,0.16,10,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,big-ukraine.com
186.67,1,0,0,0,6,6,25.17,6.77,0.0,0.5,0,0,0,0,0.16,13,0.071,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,bikers4ukraine.com
293.43,1,0,0,0,25,7,33.57,1.99,0.0,0.43,0,0,0,0,0.05,12,0.077,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,bikes4ukraine.org
3.63,1,0,0,0,8,1,23.0,0.0,0.0,0.0,0,0,0,1,0.05,23,0.0,0,0,0,0,0,0,1,0,1,0,2,1,3,0,2,0,billingshurstforukraine.org.uk
249.29,1,0,0,0,33,15,48.0,22.79,0.0,0.2,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,birdoflightukraine.com
249.29,1,0,0,0,33,15,48.0,22.79,0.0,0.2,0,0,0,0,0.05,18,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,birdoflightukraine.org
391.36,1,0,0,0,5,2,66.0,34.0,0.0,1.0,0,0,0,0,0.05,10,0.091,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,biz4ukraine.org
1.45,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,bless-ukraine.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,17,0.0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,blockchain-ukraine.com
231.58,1,0,0,0,9,4,70.0,33.98,0.0,0.25,0,0,0,0,0.05,16,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,bocahelpsukraine.org
0.58,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,19,0.0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,bodyarmorforukraine.org
86.82,1,0,0,0,7,3,29.0,7.48,0.33,1.0,0,0,0,0,0.05,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,boldukraine.org
97.24,1,0,1,0,5,17,63.94,62.75,0.06,0.18,1,1,0,0,0.16,10,0.0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,bonukraine.com
64.9,1,0,0,0,117,1,22.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,1,0,0,2,1,-1,0,0,booksukraine.com
127.72,1,0,0,0,12,4,45.25,4.32,0.0,0.5,0,0,0,0,0.16,16,0.0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,borninukrainewar.com
48.91,1,1,0,0,7,1,39.0,0.0,0.0,0.0,0,0,0,0,0.16,10,0.091,0,0,0,0,0,0,0,1,1,0,0,2,3,0,2,0,box4ukraine.com
495.18,1,0,0,0,7,5,31.4,8.26,0.0,0.6,0,0,0,0,0.16,12,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,bplus-ukraine.com
16.51,1,0,0,0,1,6,40.17,14.24,0.0,0.5,0,0,0,0,0.01,16,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,bracelets-ukraine.ch
77.97,1,0,0,0,4,10,41.8,19.54,0.0,0.4,0,0,1,1,2.63,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,bravaukraine.pp.ua
287.85,1,0,0,0,29,6,33.83,1.95,0.0,0.83,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,bravelikeukraine.com
150.27,1,1,1,0,2,1,28.0,0.0,0.0,0.0,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,braveukraine.org
330.4,1,0,0,0,33,4,53.25,20.39,0.0,0.5,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,braveukrainian.com
43.21,1,0,0,0,6,1,24.0,0.0,0.0,0.0,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,bremenwithukraine.com
74.03,1,0,0,0,14,3,26.67,3.68,0.0,0.33,0,0,0,0,0.03,14,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,brewforukraine.uk
256.87,1,0,0,0,31,2,93.0,25.0,0.0,0.0,1,0,0,0,0.16,19,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,bridgeofhopeukraine.com
2.88,1,0,0,0,1,1,30.0,0.0,0.0,0.0,0,0,0,0,0.16,19,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,bridgeofloveukraine.com
0.78,1,0,0,0,1,1,54.0,0.0,0.0,0.0,0,0,0,0,0.16,20,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,1,bringthemhomeukraine.com
44.59,0,1,1,1,2,2,28.0,13.0,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2,1,britishukrainian.com
101.5,1,0,0,0,4,3,31.0,7.79,0.33,0.0,0,0,0,0,0.16,19,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,brokerforukrainians.com
1.01,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.06,18,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,brotbruecke-ukraine.eu
217.4,1,0,0,0,9,7,62.86,56.34,0.0,0.43,0,0,0,0,0.01,12,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,broye-ukraine.ch
9.22,1,0,0,0,6,1,30.0,0.0,0.0,0.0,0,0,1,0,0.01,23,0.0,3,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,brucker-helfen-der-ukraine.de
895.22,1,0,0,0,3,2,65.0,20.0,0.0,0.0,0,0,0,0,0.16,19,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,bruecke-ukrainehilfe.com
100.16,1,0,0,0,17,2,34.5,2.5,0.0,1.0,0,0,0,0,0.16,10,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,bsi-ukraine.com
0.33,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,18,0.0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,buchegg-fuer-ukraine.ch
114.98,1,0,0,0,8,4,60.25,45.47,0.0,0.0,0,0,0,0,0.16,20,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,bucketsofloveukraine.com
190.84,1,0,0,0,17,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,buildnewukraine.com
34.12,0,0,0,0,23,8,44.12,22.81,0.0,0.5,0,0,0,0,0.55,18,0.0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,2,0,businessforukraine.info
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,20,0.0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,buyartsupportukraine.com
1035.97,1,0,1,0,7,1,39.0,0.0,0.0,1.0,0,0,0,0,0.16,13,0.0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,buyforukraine.com
66.07,1,0,0,0,18,2,38.0,6.0,0.5,1.0,0,0,0,1,0.05,18,0.053,0,0,0,0,1,0,0,1,1,0,0,2,3,0,2,0,caldercares4ukraine.org.uk
191.41,1,0,0,0,17,3,41.0,6.68,0.0,1.0,0,0,0,0,0.16,24,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,calgaryukrainianfestival.com
84.64,1,0,0,0,19,1,155.0,0.0,0.0,0.0,0,0,0,0,0.03,16,0.059,0,0,0,0,0,0,0,1,1,0,2,2,3,0,0,0,cambridge4ukraine.uk
8.54,1,0,0,0,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0.02,18,0.0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,canadahelpsukraine.ca
30.91,1,1,0,0,17,4,41.75,23.27,0.0,0.5,0,0,0,0,0.05,19,0.0,2,0,0,0,0,0,0,0,1,0,2,2,3,0,2,1,cancel-ukrainian-debt.org
1.42,1,0,0,0,1,1,25.0,0.0,0.0,0.0,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,2,0,candlesforukraine.com
35.09,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,19,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,cannabiswithukraine.org
120.58,1,0,0,0,30,3,55.0,31.32,0.0,0.33,0,0,0,0,0.05,17,0.056,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,canterbury4ukraine.org
69.77,1,0,0,0,6,16,88.81,47.96,0.06,0.31,0,0,0,0,0.16,10,0.091,0,0,0,0,0,0,0,1,1,0,2,2,3,0,0,0,car4ukraine.com
155.99,1,0,0,0,19,4,47.25,9.6,0.0,1.0,0,0,1,0,0.06,11,0.083,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,care4ukraine.eu
200.73,1,0,0,0,1,1,28.0,0.0,0.0,0.0,0,0,0,0,0.05,11,0.083,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,care4ukraine.org
82.12,1,1,0,0,6,24,51.04,26.76,0.0,0.21,0,0,1,0,0.01,31,0.0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,caritas-fluechtlingshilfe-ukraine.de
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,16,0.059,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,carolinas4ukraine.com
112.81,1,0,0,0,3,2,40.5,4.5,0.0,1.0,0,0,0,0,0.05,19,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,carolinasforukraine.org
2.63,1,0,0,0,1,1,25.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2,0,carpathiansukraine.com
216.5,1,0,0,0,22,1,22.0,0.0,0.0,0.0,0,0,0,0,0.05,22,0.0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,cartooningsyria-ukraine.org
1030.0,1,0,0,0,22,4,33.25,3.9,0.25,1.0,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,cfswukraine.com
28.42,1,0,0,0,13,3,31.0,4.97,0.0,0.67,0,0,0,1,0.05,9,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,cfukraine.org.uk
24.3,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,19,0.0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,2,0,cfworldaidtoukraine.com
177.88,1,0,0,0,2,3,36.33,14.64,0.0,0.0,0,0,0,0,0.05,17,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,chabadhelpukraine.org
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,chabadukraine.com
1.19,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,channelukraine.com
7.49,0,0,0,0,2,1,39.0,0.0,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,charlieinukraine.com
86.44,1,0,0,0,21,2,45.0,1.0,0.0,1.0,0,0,0,0,0.05,19,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,charlotteforukraine.org
196.96,1,0,0,0,1,1,100.0,0.0,0.0,0.0,0,0,0,0,0.02,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,checkpointukraine.se
66.98,1,1,0,0,2,4,125.5,93.92,0.0,0.5,0,0,0,0,0.16,14,0.0,1,0,0,1,0,0,0,0,1,0,2,2,3,0,0,0,chf-helpukraine.com
186.84,1,0,0,0,2,8,37.25,22.16,0.0,0.0,0,0,0,0,0.16,14,0.067,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,chicago4ukraine.com
886.97,1,0,0,0,9,1,79.0,0.0,0.0,1.0,0,0,0,0,0.13,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,childrenofukraine.net
23.93,1,0,0,0,37,2,39.5,0.5,0.0,1.0,0,0,0,0,0.16,10,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,chiukraine.com
51.92,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,10,0.091,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,chs4ukraine.org
642.62,1,0,0,0,12,4,38.75,9.65,0.0,1.0,0,0,0,0,0.05,15,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,churtforukraine.org
77.15,1,0,0,0,1,8,131.25,85.17,0.0,0.25,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,0,1,cinemasforukraine.com
341.06,1,0,0,0,2,1,45.0,0.0,0.0,0.0,0,0,0,0,0.16,9,0.1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,ck4ukraine.com
108.04,1,1,0,0,8,2,87.0,52.0,0.0,0.0,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,cleanupukraine.org
60.28,1,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,clearskyukraine.org
103.07,1,0,0,0,8,2,65.0,16.0,0.0,0.0,0,0,1,0,0.01,31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,cloppenburglaeuftfuerdieukraine.de
350.58,1,0,0,0,33,6,46.67,13.91,0.17,0.83,0,0,0,0,0.16,22,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,closetheskyoverukraine.com
79.28,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.17,9,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,cm-ukraine.space
97.25,1,1,0,0,2,23,55.61,41.03,0.0,0.04,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,coachesforukraine.com
24.95,1,0,0,0,7,6,80.33,99.24,0.17,0.67,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,0,0,coachingforukraine.com
1390.97,1,0,0,1,24,64,88.44,35.65,0.0,0.08,0,0,0,0,0.16,19,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,coalitionforukraine.com
42.96,1,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,17,0.0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,collab-with-ukraine.ch
94.4,1,0,0,0,75,14,105.86,77.66,0.0,0.21,0,0,0,0,0.01,13,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,comite-ukraine.ch
50.0,1,0,0,0,19,3,125.67,94.51,0.0,0.33,0,1,0,1,0.12,19,0.0,2,0,0,1,0,0,0,0,1,0,2,2,3,0,0,0,community-aid-ukraine.co.uk
1.19,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.55,14,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,connectukraine.info
29.7,0,0,0,0,4,1,25.0,0.0,0.0,0.0,0,0,1,0,0.08,21,0.0,0,0,0,0,1,0,1,0,1,0,2,2,3,0,2,0,contactsforukrainians.art
76.12,1,0,0,0,9,3,29.0,13.44,0.0,0.0,0,0,1,0,0.06,19,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,convoispourlukraine.eu
72.41,0,0,0,0,1,3,29.0,0.0,0.0,0.0,0,0,0,1,0.16,15,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,cosmolot-ukraine.com.ua
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,20,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,courageousukrainians.com
536.98,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,courageukraine.org
109.04,1,0,0,0,6,9,46.67,18.6,0.22,0.33,1,0,0,0,0.16,16,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,cratesforukraine.com
63.46,1,0,0,1,4,13,25.92,9.47,0.0,0.15,0,0,0,0,0.16,19,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,creativesforukraine.com
280.59,1,0,0,0,5,2,51.5,3.5,0.0,1.0,0,0,0,0,0.16,23,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,creativeukrainianpeople.com
52.58,1,0,0,0,3,1,24.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.062,0,0,0,0,0,0,1,1,1,0,0,0,2,0,2,0,creators4ukraine.com
41.66,1,1,0,0,4,7,53.14,26.34,0.14,0.29,1,0,1,0,0.06,18,0.0,0,0,0,0,0,0,2,0,1,0,2,2,3,0,2,0,creatorsforukraine.eu
41.66,1,1,0,0,4,7,53.14,26.34,0.14,0.29,1,0,0,0,0.05,18,0.0,0,0,0,0,0,0,2,0,1,0,2,2,3,0,2,0,creatorsforukraine.org
3.31,1,0,0,0,1,1,19.0,0.0,0.0,0.0,0,0,1,0,0.06,14,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,cultureukraine.eu
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.55,14,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,culture-ukraine.info
97.86,1,0,0,0,22,2,24.0,2.0,0.0,0.0,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,curlukraine.com
0.39,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,cyberukraine.com
0.03,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.077,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,cycle2ukraine.com
0.53,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.01,17,0.0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,das-ukraine-dossier.de
98.94,1,1,0,0,4,3,50.33,10.66,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,dataforukraine.com
22.85,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.13,10,0.0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,daz-ukraine.net
106.19,1,0,0,0,8,11,69.09,35.4,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,dearukrainepoem.com
480.21,1,0,0,0,6,1,167.0,0.0,0.0,0.0,0,0,0,0,0.02,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,defendukrainefoundation.ca
21.99,1,0,0,0,1,4,58.25,18.43,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,defendukrainenow.com
231.57,1,0,0,0,15,50,26.86,9.4,0.0,0.04,0,0,1,0,0.01,17,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,deine-ukraine-hilfe.de
14.83,1,0,0,0,8,2,66.5,4.5,0.0,1.0,0,0,0,0,0.01,22,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,dendanskeukrainekomite.dk
101.67,1,0,0,0,9,20,39.7,32.93,0.0,0.05,0,0,1,0,0.01,11,0.083,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,devs4ukraine.de
216.28,1,1,1,0,24,4,25.0,7.35,0.0,0.0,0,0,0,0,0.02,14,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,devsforukraine.io
47.27,1,0,0,0,3,1,42.0,0.0,0.0,0.0,0,0,0,0,0.05,15,0.0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,diabetes-ukraine.org
91.71,1,1,0,0,1,1,54.0,0.0,0.0,0.0,0,0,0,0,0.05,13,0.071,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,direct4ukraine.org
177.38,1,0,0,0,3,2,30.0,8.0,0.0,0.5,0,0,0,0,0.16,22,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,directactionforukraine.com
177.91,0,1,0,0,3,1,69.0,0.0,0.0,0.0,0,0,0,0,0.05,19,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,directactionukraine.org
